date,channel,spend,impressions,clicks,conversions,revenue,cpa,roas,ctr,cpc
2020-03-02 13:48:33.890452,events,9729.96,657146,10314,44,13656.4,221.14,1.4,0.0157,0.94
2020-03-03 13:48:33.890452,events,10465.46,829668,10333,51,16140.32,205.21,1.54,0.0125,1.01
2020-03-04 13:48:33.890452,events,6959.41,443593,6388,37,11029.19,188.09,1.58,0.0144,1.09
2020-03-05 13:48:33.890452,events,8651.01,734246,10334,43,13913.7,201.19,1.61,0.0141,0.84
2020-03-06 13:48:33.890452,events,7255.7,478161,6623,30,9057.04,241.86,1.25,0.0139,1.1
2020-03-07 13:48:33.890452,events,6752.78,602124,8883,33,11022.62,204.63,1.63,0.0148,0.76
2020-03-08 13:48:33.890452,events,4748.2,252831,3663,22,7163.39,215.83,1.51,0.0145,1.3
2020-03-09 13:48:33.890452,events,8919.72,733651,10304,41,13056.31,217.55,1.46,0.014,0.87
2020-03-10 13:48:33.890452,events,7348.5,428680,6323,49,10890.24,149.97,1.48,0.0147,1.16
2020-03-11 13:48:33.890452,events,7769.13,415154,5604,45,11088.91,172.65,1.43,0.0135,1.39
2020-03-12 13:48:33.890452,events,6129.47,407209,7336,27,8923.78,227.02,1.46,0.018,0.84
2020-03-13 13:48:33.890452,events,8536.34,455433,6024,40,11121.41,213.41,1.3,0.0132,1.42
2020-03-14 13:48:33.890452,events,4266.45,258011,3537,20,6486.76,213.32,1.52,0.0137,1.21
2020-03-15 13:48:33.890452,events,5751.8,476042,6600,31,10010.29,185.54,1.74,0.0139,0.87
2020-03-16 13:48:33.890452,events,7944.37,911068,13007,45,11404.47,176.54,1.44,0.0143,0.61
2020-03-17 13:48:33.890452,events,4679.4,415492,5882,23,6120.59,203.45,1.31,0.0142,0.8
2020-03-18 13:48:33.890452,events,7057.27,445111,5509,31,9542.05,227.65,1.35,0.0124,1.28
2020-03-19 13:48:33.890452,events,7586.63,498068,7161,39,11776.98,194.53,1.55,0.0144,1.06
2020-03-20 13:48:33.890452,events,7899.45,544295,8095,35,10863.52,225.7,1.38,0.0149,0.98
2020-03-21 13:48:33.890452,events,7769.45,670015,9883,36,10906.42,215.82,1.4,0.0148,0.79
2020-03-22 13:48:33.890452,events,5197.73,344295,5275,24,9001.47,216.57,1.73,0.0153,0.99
2020-03-23 13:48:33.890452,events,9133.04,755772,13165,46,14888.42,198.54,1.63,0.0174,0.69
2020-03-24 13:48:33.890452,events,9154.07,590604,9070,41,15285.47,223.27,1.67,0.0154,1.01
2020-03-25 13:48:33.890452,events,6002.11,401122,6684,28,9167.48,214.36,1.53,0.0167,0.9
2020-03-26 13:48:33.890452,events,6491.18,378570,6163,32,9344.14,202.85,1.44,0.0163,1.05
2020-03-27 13:48:33.890452,events,9817.47,548624,8198,47,14410.17,208.88,1.47,0.0149,1.2
2020-03-28 13:48:33.890452,events,5757.63,255284,4446,30,8253.43,191.92,1.43,0.0174,1.3
2020-03-29 13:48:33.890452,events,5494.92,460266,6167,24,8687.13,228.96,1.58,0.0134,0.89
2020-03-30 13:48:33.890452,events,8656.29,574099,10053,53,15762.55,163.33,1.82,0.0175,0.86
2020-03-31 13:48:33.890452,events,6641.37,412785,7252,30,11106.42,221.38,1.67,0.0176,0.92
2020-04-01 13:48:33.890452,events,7977.27,476312,7518,37,11441.18,215.6,1.43,0.0158,1.06
2020-04-02 13:48:33.890452,events,9499.75,804274,13051,46,15454.29,206.52,1.63,0.0162,0.73
2020-04-03 13:48:33.890452,events,8770.96,453307,6590,43,10237.94,203.98,1.17,0.0145,1.33
2020-04-04 13:48:33.890452,events,5235.77,358878,4967,27,7317.58,193.92,1.4,0.0138,1.05
2020-04-05 13:48:33.890452,events,7278.29,633456,11703,37,11130.0,196.71,1.53,0.0185,0.62
2020-04-06 13:48:33.890452,events,7628.1,438771,7487,37,10765.53,206.16,1.41,0.0171,1.02
2020-04-07 13:48:33.890452,events,8864.94,514228,7917,38,14048.04,233.29,1.58,0.0154,1.12
2020-04-08 13:48:33.890452,events,8465.05,730479,12210,38,13887.22,222.76,1.64,0.0167,0.69
2020-04-09 13:48:33.890452,events,8973.71,474117,8082,47,12885.22,190.93,1.44,0.017,1.11
2020-04-10 13:48:33.890452,events,7548.35,446347,7427,34,11325.66,222.01,1.5,0.0166,1.02
2020-04-11 13:48:33.890452,events,6886.34,410756,5941,30,11703.16,229.54,1.7,0.0145,1.16
2020-04-12 13:48:33.890452,events,7986.26,526432,7191,49,11719.82,162.98,1.47,0.0137,1.11
2020-04-13 13:48:33.890452,events,8362.3,618421,9344,39,13034.23,214.42,1.56,0.0151,0.89
2020-04-14 13:48:33.890452,events,6307.31,372340,5766,31,10722.28,203.46,1.7,0.0155,1.09
2020-04-15 13:48:33.890452,events,8797.36,551335,8766,43,14031.01,204.59,1.59,0.0159,1.0
2020-04-16 13:48:33.890452,events,6612.7,538237,8738,34,9628.44,194.49,1.46,0.0162,0.76
2020-04-17 13:48:33.890452,events,8262.07,688424,9950,46,12585.52,179.61,1.52,0.0145,0.83
2020-04-18 13:48:33.890452,events,6624.09,397298,5420,29,11406.17,228.42,1.72,0.0136,1.22
2020-04-19 13:48:33.890452,events,6017.02,587365,9571,25,7250.73,240.68,1.21,0.0163,0.63
2020-04-20 13:48:33.890452,events,7540.84,515444,8353,33,10372.42,228.51,1.38,0.0162,0.9
2020-04-21 13:48:33.890452,events,7318.89,567979,9460,40,9266.53,182.97,1.27,0.0167,0.77
2020-04-22 13:48:33.890452,events,8367.92,527697,7140,36,13056.42,232.44,1.56,0.0135,1.17
2020-04-23 13:48:33.890452,events,6738.05,375086,5774,31,8740.95,217.36,1.3,0.0154,1.17
2020-04-24 13:48:33.890452,events,9456.36,517019,7782,48,12744.23,197.01,1.35,0.0151,1.22
2020-04-25 13:48:33.890452,events,6326.29,702601,10069,27,12553.21,234.31,1.98,0.0143,0.63
2020-04-26 13:48:33.890452,events,6062.73,479277,6893,34,9558.41,178.32,1.58,0.0144,0.88
2020-04-27 13:48:33.890452,events,7077.84,704690,8265,36,8552.07,196.61,1.21,0.0117,0.86
2020-04-28 13:48:33.890452,events,8215.94,516079,7583,35,13004.81,234.74,1.58,0.0147,1.08
2020-04-29 13:48:33.890452,events,8374.83,746346,12811,40,11945.25,209.37,1.43,0.0172,0.65
2020-04-30 13:48:33.890452,events,6380.49,387576,6054,36,9582.07,177.24,1.5,0.0156,1.05
2020-05-01 13:48:33.890452,events,9210.13,784796,13608,45,15324.03,204.67,1.66,0.0173,0.68
2020-05-02 13:48:33.890452,events,5149.69,310545,5068,29,7604.8,177.58,1.48,0.0163,1.02
2020-05-03 13:48:33.890452,events,4837.65,360861,6559,23,6766.05,210.33,1.4,0.0182,0.74
2020-05-04 13:48:33.890452,events,8820.42,976950,13120,46,13484.39,191.75,1.53,0.0134,0.67
2020-05-05 13:48:33.890452,events,7594.93,465211,6871,38,11235.23,199.87,1.48,0.0148,1.11
2020-05-06 13:48:33.890452,events,8361.82,509968,7221,43,12136.67,194.46,1.45,0.0142,1.16
2020-05-07 13:48:33.890452,events,9118.34,419552,5599,45,13746.17,202.63,1.51,0.0133,1.63
2020-05-08 13:48:33.890452,events,9859.01,625676,9410,50,14691.16,197.18,1.49,0.015,1.05
2020-05-09 13:48:33.890452,events,6042.53,437074,6607,31,10245.75,194.92,1.7,0.0151,0.91
2020-05-10 13:48:33.890452,events,4268.24,363200,6367,20,6710.36,213.41,1.57,0.0175,0.67
2020-05-11 13:48:33.890452,events,8140.08,479287,6750,37,10915.54,220.0,1.34,0.0141,1.21
2020-05-12 13:48:33.890452,events,7487.89,413408,6729,40,11566.4,187.2,1.54,0.0163,1.11
2020-05-13 13:48:33.890452,events,7627.45,481335,6508,42,10152.36,181.61,1.33,0.0135,1.17
2020-05-14 13:48:33.890452,events,7824.24,395440,6323,35,10599.49,223.55,1.35,0.016,1.24
2020-05-15 13:48:33.890452,events,7631.27,420927,5255,36,12234.05,211.98,1.6,0.0125,1.45
2020-05-16 13:48:33.890452,events,6711.89,471610,7642,35,11446.9,191.77,1.71,0.0162,0.88
2020-05-17 13:48:33.890452,events,8274.58,430897,6891,48,12690.81,172.39,1.53,0.016,1.2
2020-05-18 13:48:33.890452,events,9917.09,479474,7437,50,16171.41,198.34,1.63,0.0155,1.33
2020-05-19 13:48:33.890452,events,10739.11,751591,12212,54,16189.14,198.87,1.51,0.0162,0.88
2020-05-20 13:48:33.890452,events,7454.82,428400,6725,34,10153.12,219.26,1.36,0.0157,1.11
2020-05-21 13:48:33.890452,events,9230.27,481987,6243,58,12960.84,159.14,1.4,0.013,1.48
2020-05-22 13:48:33.890452,events,8364.37,541859,7235,40,12310.87,209.11,1.47,0.0134,1.16
2020-05-23 13:48:33.890452,events,6600.89,362047,5203,34,10656.65,194.14,1.61,0.0144,1.27
2020-05-24 13:48:33.890452,events,6968.71,499603,6883,34,9281.19,204.96,1.33,0.0138,1.01
2020-05-25 13:48:33.890452,events,8591.74,502946,6824,47,12987.27,182.8,1.51,0.0136,1.26
2020-05-26 13:48:33.890452,events,9671.33,702441,9853,41,12901.95,235.89,1.33,0.014,0.98
2020-05-27 13:48:33.890452,events,8244.32,620308,10128,44,13549.99,187.37,1.64,0.0163,0.81
2020-05-28 13:48:33.890452,events,7455.61,558174,8891,33,12074.13,225.93,1.62,0.0159,0.84
2020-05-29 13:48:33.890452,events,6908.75,468729,6580,31,10038.87,222.86,1.45,0.014,1.05
2020-05-30 13:48:33.890452,events,7446.81,704752,9856,33,10229.32,225.66,1.37,0.014,0.76
2020-05-31 13:48:33.890452,events,6633.98,563132,7377,37,8774.72,179.3,1.32,0.0131,0.9
2020-06-01 13:48:33.890452,events,8711.39,757054,10633,43,14615.34,202.59,1.68,0.014,0.82
2020-06-02 13:48:33.890452,events,9417.13,699303,10475,47,14991.48,200.36,1.59,0.015,0.9
2020-06-03 13:48:33.890452,events,5398.85,596852,8787,23,8710.94,234.73,1.61,0.0147,0.61
2020-06-04 13:48:33.890452,events,8857.74,522578,7695,42,13626.89,210.9,1.54,0.0147,1.15
2020-06-05 13:48:33.890452,events,7553.03,453789,6876,36,10689.85,209.81,1.42,0.0152,1.1
2020-06-06 13:48:33.890452,events,6933.57,456005,6534,31,11933.89,223.66,1.72,0.0143,1.06
2020-06-07 13:48:33.890452,events,6157.75,356847,5390,28,9103.84,219.92,1.48,0.0151,1.14
2020-06-08 13:48:33.890452,events,9711.96,514504,7216,47,13555.2,206.64,1.4,0.014,1.35
2020-06-09 13:48:33.890452,events,7142.4,454267,6870,33,9797.24,216.44,1.37,0.0151,1.04
2020-06-10 13:48:33.890452,events,8487.13,589286,11388,34,13459.56,249.62,1.59,0.0193,0.75
2020-06-11 13:48:33.890452,events,9216.9,979846,14576,47,16036.84,196.1,1.74,0.0149,0.63
2020-06-12 13:48:33.890452,events,7654.43,544290,8914,37,11754.87,206.88,1.54,0.0164,0.86
2020-06-13 13:48:33.890452,events,7619.47,381561,5497,43,9891.55,177.2,1.3,0.0144,1.39
2020-06-14 13:48:33.890452,events,4891.03,289900,4582,24,7626.23,203.79,1.56,0.0158,1.07
2020-06-15 13:48:33.890452,events,8048.86,474851,7920,46,12064.56,174.98,1.5,0.0167,1.02
2020-06-16 13:48:33.890452,events,8575.84,564251,8241,37,11479.02,231.78,1.34,0.0146,1.04
2020-06-17 13:48:33.890452,events,10352.29,654856,10616,47,20507.27,220.26,1.98,0.0162,0.98
2020-06-18 13:48:33.890452,events,8488.53,550590,7181,47,12350.07,180.61,1.45,0.013,1.18
2020-06-19 13:48:33.890452,events,8105.55,438573,6930,46,15985.6,176.21,1.97,0.0158,1.17
2020-06-20 13:48:33.890452,events,7415.71,468975,6917,32,12752.58,231.74,1.72,0.0147,1.07
2020-06-21 13:48:33.890452,events,6867.65,718602,11868,33,8980.44,208.11,1.31,0.0165,0.58
2020-06-22 13:48:33.890452,events,9274.65,697984,11116,46,12514.6,201.62,1.35,0.0159,0.83
2020-06-23 13:48:33.890452,events,7756.84,590226,9582,44,11997.32,176.29,1.55,0.0162,0.81
2020-06-24 13:48:33.890452,events,8478.47,445581,5935,38,11965.12,223.12,1.41,0.0133,1.43
2020-06-25 13:48:33.890452,events,7788.1,633393,8550,43,10176.21,181.12,1.31,0.0135,0.91
2020-06-26 13:48:33.890452,events,10711.17,778392,11865,55,16481.08,194.75,1.54,0.0152,0.9
2020-06-27 13:48:33.890452,events,6707.5,641264,9178,37,10078.33,181.28,1.5,0.0143,0.73
2020-06-28 13:48:33.890452,events,6839.88,359836,5994,31,9468.15,220.64,1.38,0.0167,1.14
2020-06-29 13:48:33.890452,events,7334.91,726174,9568,40,10319.98,183.37,1.41,0.0132,0.77
2020-06-30 13:48:33.890452,events,6584.5,310106,5096,31,10457.96,212.4,1.59,0.0164,1.29
2020-07-01 13:48:33.890452,events,8112.77,714972,10763,42,13790.53,193.16,1.7,0.0151,0.75
2020-07-02 13:48:33.890452,events,6622.22,640096,11428,31,11261.63,213.62,1.7,0.0179,0.58
2020-07-03 13:48:33.890452,events,6954.37,595914,10763,37,10603.64,187.96,1.52,0.0181,0.65
2020-07-04 13:48:33.890452,events,4945.35,277949,3859,26,6791.04,190.21,1.37,0.0139,1.28
2020-07-05 13:48:33.890452,events,7309.67,678130,9540,35,10899.13,208.85,1.49,0.0141,0.77
2020-07-06 13:48:33.890452,events,7262.36,411307,6091,41,10244.62,177.13,1.41,0.0148,1.19
2020-07-07 13:48:33.890452,events,8856.95,502103,7470,46,12745.73,192.54,1.44,0.0149,1.19
2020-07-08 13:48:33.890452,events,6069.41,392719,6530,30,8612.72,202.31,1.42,0.0166,0.93
2020-07-09 13:48:33.890452,events,8980.91,611220,10003,48,12543.57,187.1,1.4,0.0164,0.9
2020-07-10 13:48:33.890452,events,6002.46,323463,5260,31,9087.67,193.63,1.51,0.0163,1.14
2020-07-11 13:48:33.890452,events,7374.09,425311,6788,47,12374.69,156.9,1.68,0.016,1.09
2020-07-12 13:48:33.890452,events,6873.97,424906,6188,32,10718.26,214.81,1.56,0.0146,1.11
2020-07-13 13:48:33.890452,events,9414.65,617788,8807,46,13446.51,204.67,1.43,0.0143,1.07
2020-07-14 13:48:33.890452,events,8534.2,515864,6075,40,11878.54,213.35,1.39,0.0118,1.4
2020-07-15 13:48:33.890452,events,9198.51,780788,11499,43,13270.9,213.92,1.44,0.0147,0.8
2020-07-16 13:48:33.890452,events,7446.55,456151,6885,35,13590.71,212.76,1.83,0.0151,1.08
2020-07-17 13:48:33.890452,events,9487.7,832502,11045,46,13744.71,206.25,1.45,0.0133,0.86
2020-07-18 13:48:33.890452,events,6212.16,407110,5693,34,9886.18,182.71,1.59,0.014,1.09
2020-07-19 13:48:33.890452,events,7764.74,467150,6635,37,12499.28,209.86,1.61,0.0142,1.17
2020-07-20 13:48:33.890452,events,7958.53,457978,6295,33,10048.56,241.17,1.26,0.0137,1.26
2020-07-21 13:48:33.890452,events,8380.96,511484,5860,39,12465.72,214.9,1.49,0.0115,1.43
2020-07-22 13:48:33.890452,events,8198.81,596031,9492,38,10831.86,215.76,1.32,0.0159,0.86
2020-07-23 13:48:33.890452,events,8268.03,524974,7639,37,11447.16,223.46,1.38,0.0146,1.08
2020-07-24 13:48:33.890452,events,9333.36,561980,7349,48,13742.19,194.45,1.47,0.0131,1.27
2020-07-25 13:48:33.890452,events,7654.85,537855,6439,46,10272.91,166.41,1.34,0.012,1.19
2020-07-26 13:48:33.890452,events,5420.41,449437,6754,25,7512.6,216.82,1.39,0.015,0.8
2020-07-27 13:48:33.890452,events,8708.27,487556,6761,46,13617.77,189.31,1.56,0.0139,1.29
2020-07-28 13:48:33.890452,events,9486.25,669601,10789,43,16156.29,220.61,1.7,0.0161,0.88
2020-07-29 13:48:33.890452,events,9967.07,647767,9610,51,17410.91,195.43,1.75,0.0148,1.04
2020-07-30 13:48:33.890452,events,6565.8,605854,9533,30,11675.84,218.86,1.78,0.0157,0.69
2020-07-31 13:48:33.890452,events,9220.24,560783,7093,49,13670.18,188.17,1.48,0.0126,1.3
2020-08-01 13:48:33.890452,events,6533.22,382413,5421,37,10809.57,176.57,1.65,0.0142,1.21
2020-08-02 13:48:33.890452,events,6683.44,399044,5721,46,10617.89,145.29,1.59,0.0143,1.17
2020-08-03 13:48:33.890452,events,10296.42,540007,8948,49,15878.31,210.13,1.54,0.0166,1.15
2020-08-04 13:48:33.890452,events,7744.48,432401,6730,36,13117.8,215.12,1.69,0.0156,1.15
2020-08-05 13:48:33.890452,events,7828.87,528198,7617,38,11125.45,206.02,1.42,0.0144,1.03
2020-08-06 13:48:33.890452,events,7679.67,587518,9550,39,13059.55,196.91,1.7,0.0163,0.8
2020-08-07 13:48:33.890452,events,8019.48,563024,7350,33,14042.6,243.01,1.75,0.0131,1.09
2020-08-08 13:48:33.890452,events,5714.47,267312,4736,23,8790.48,248.46,1.54,0.0177,1.21
2020-08-09 13:48:33.890452,events,8120.19,475474,8157,42,13687.59,193.34,1.69,0.0172,1.0
2020-08-10 13:48:33.890452,events,7139.77,354990,4455,35,11728.16,203.99,1.64,0.0125,1.6
2020-08-11 13:48:33.890452,events,10872.17,993055,9499,55,14005.35,197.68,1.29,0.0096,1.14
2020-08-12 13:48:33.890452,events,6815.5,367753,5864,35,11550.87,194.73,1.69,0.0159,1.16
2020-08-13 13:48:33.890452,events,9251.35,519559,7017,41,15584.87,225.64,1.68,0.0135,1.32
2020-08-14 13:48:33.890452,events,8401.31,523694,7655,37,9884.63,227.06,1.18,0.0146,1.1
2020-08-15 13:48:33.890452,events,5524.49,443728,6790,27,8228.56,204.61,1.49,0.0153,0.81
2020-08-16 13:48:33.890452,events,5949.52,386028,6578,28,9948.56,212.48,1.67,0.017,0.9
2020-08-17 13:48:33.890452,events,9251.48,803688,12765,46,14796.5,201.12,1.6,0.0159,0.72
2020-08-18 13:48:33.890452,events,8925.03,633755,9141,38,14515.55,234.87,1.63,0.0144,0.98
2020-08-19 13:48:33.890452,events,8399.26,553448,7740,48,13599.7,174.98,1.62,0.014,1.09
2020-08-20 13:48:33.890452,events,8828.37,839897,11352,46,12316.66,191.92,1.4,0.0135,0.78
2020-08-21 13:48:33.890452,events,9186.84,543239,8227,43,13133.71,213.65,1.43,0.0151,1.12
2020-08-22 13:48:33.890452,events,7424.4,484415,6575,36,10352.95,206.23,1.39,0.0136,1.13
2020-08-23 13:48:33.890452,events,8638.45,588262,6614,41,12980.48,210.69,1.5,0.0112,1.31
2020-08-24 13:48:33.890452,events,7696.5,539736,8268,40,11086.04,192.41,1.44,0.0153,0.93
2020-08-25 13:48:33.890452,events,8062.77,569856,8230,38,14803.84,212.18,1.84,0.0144,0.98
2020-08-26 13:48:33.890452,events,5790.47,427528,6241,32,8819.7,180.95,1.52,0.0146,0.93
2020-08-27 13:48:33.890452,events,7383.03,471841,7161,48,12255.35,153.81,1.66,0.0152,1.03
2020-08-28 13:48:33.890452,events,7863.47,766530,10135,41,12699.57,191.79,1.62,0.0132,0.78
2020-08-29 13:48:33.890452,events,7030.39,475897,7757,30,10825.31,234.35,1.54,0.0163,0.91
2020-08-30 13:48:33.890452,events,4629.71,385880,6108,25,7152.06,185.19,1.54,0.0158,0.76
2020-08-31 13:48:33.890452,events,7564.42,472522,6227,35,10525.55,216.13,1.39,0.0132,1.21
2020-09-01 13:48:33.890452,events,8336.62,582123,7878,34,11467.63,245.19,1.38,0.0135,1.06
2020-09-02 13:48:33.890452,events,7895.88,523015,7056,46,10146.16,171.65,1.28,0.0135,1.12
2020-09-03 13:48:33.890452,events,8300.49,602807,8442,38,12101.29,218.43,1.46,0.014,0.98
2020-09-04 13:48:33.890452,events,9800.43,682928,9269,44,13848.99,222.74,1.41,0.0136,1.06
2020-09-05 13:48:33.890452,events,7050.49,674127,9842,38,11568.51,185.54,1.64,0.0146,0.72
2020-09-06 13:48:33.890452,events,6872.24,375945,5654,29,11521.88,236.97,1.68,0.015,1.22
2020-09-07 13:48:33.890452,events,8708.57,571826,9342,51,13480.53,170.76,1.55,0.0163,0.93
2020-09-08 13:48:33.890452,events,4073.14,202003,3320,19,5123.99,214.38,1.26,0.0164,1.23
2020-09-09 13:48:33.890452,events,7328.46,497558,6522,37,9949.37,198.07,1.36,0.0131,1.12
2020-09-10 13:48:33.890452,events,7623.89,488001,8063,39,11164.21,195.48,1.46,0.0165,0.95
2020-09-11 13:48:33.890452,events,9408.4,548271,7550,42,13495.64,224.01,1.43,0.0138,1.25
2020-09-12 13:48:33.890452,events,7063.67,613706,9450,35,12874.68,201.82,1.82,0.0154,0.75
2020-09-13 13:48:33.890452,events,6902.74,391832,6114,31,9296.68,222.67,1.35,0.0156,1.13
2020-09-14 13:48:33.890452,events,10574.06,707652,9984,51,18486.68,207.33,1.75,0.0141,1.06
2020-09-15 13:48:33.890452,events,8173.55,594169,8939,40,12251.67,204.34,1.5,0.015,0.91
2020-09-16 13:48:33.890452,events,6931.45,409797,6586,35,8080.22,198.04,1.17,0.0161,1.05
2020-09-17 13:48:33.890452,events,8300.45,552592,8265,38,12440.31,218.43,1.5,0.015,1.0
2020-09-18 13:48:33.890452,events,8232.93,638066,9652,40,11141.13,205.82,1.35,0.0151,0.85
2020-09-19 13:48:33.890452,events,7530.48,334843,5362,35,10946.94,215.16,1.45,0.016,1.4
2020-09-20 13:48:33.890452,events,6841.42,495225,7021,29,9058.53,235.91,1.32,0.0142,0.97
2020-09-21 13:48:33.890452,events,8185.05,497255,7832,40,12759.44,204.63,1.56,0.0158,1.05
2020-09-22 13:48:33.890452,events,7866.93,699553,11503,37,11315.65,212.62,1.44,0.0164,0.68
2020-09-23 13:48:33.890452,events,7759.29,555962,8625,37,9379.76,209.71,1.21,0.0155,0.9
2020-09-24 13:48:33.890452,events,17748.16,955723,15009,88,28779.06,201.68,1.62,0.0157,1.18
2020-09-25 13:48:33.890452,events,6300.22,348813,5651,34,8368.72,185.3,1.33,0.0162,1.11
2020-09-26 13:48:33.890452,events,6993.34,577651,9030,37,9722.71,189.01,1.39,0.0156,0.77
2020-09-27 13:48:33.890452,events,7405.49,653388,9781,35,11548.21,211.59,1.56,0.015,0.76
2020-09-28 13:48:33.890452,events,10186.61,633804,8493,59,15300.21,172.65,1.5,0.0134,1.2
2020-09-29 13:48:33.890452,events,10509.91,961696,13559,43,15162.54,244.42,1.44,0.0141,0.78
2020-09-30 13:48:33.890452,events,8114.03,672448,10509,40,15463.46,202.85,1.91,0.0156,0.77
2020-10-01 13:48:33.890452,events,9189.87,514941,8758,38,13671.44,241.84,1.49,0.017,1.05
2020-10-02 13:48:33.890452,events,6821.7,598164,9863,38,9894.5,179.52,1.45,0.0165,0.69
2020-10-03 13:48:33.890452,events,6507.3,499628,7500,31,11416.6,209.91,1.75,0.015,0.87
2020-10-04 13:48:33.890452,events,5562.6,339236,4969,27,7576.01,206.02,1.36,0.0146,1.12
2020-10-05 13:48:33.890452,events,9621.27,735361,10470,47,15962.54,204.71,1.66,0.0142,0.92
2020-10-06 13:48:33.890452,events,7963.29,511046,7336,40,11534.22,199.08,1.45,0.0144,1.09
2020-10-07 13:48:33.890452,events,7739.31,544578,7437,36,9551.06,214.98,1.23,0.0137,1.04
2020-10-08 13:48:33.890452,events,7455.36,574346,9397,38,11275.73,196.19,1.51,0.0164,0.79
2020-10-09 13:48:33.890452,events,9731.9,675410,9924,45,10557.28,216.26,1.08,0.0147,0.98
2020-10-10 13:48:33.890452,events,6294.64,440067,6718,27,8565.29,233.13,1.36,0.0153,0.94
2020-10-11 13:48:33.890452,events,8182.01,495434,6624,48,13419.6,170.46,1.64,0.0134,1.24
2020-10-12 13:48:33.890452,events,7483.73,515139,6730,37,11666.93,202.26,1.56,0.0131,1.11
2020-10-13 13:48:33.890452,events,8565.52,686136,9628,36,12318.29,237.93,1.44,0.014,0.89
2020-10-14 13:48:33.890452,events,7257.66,361598,4884,35,11778.87,207.36,1.62,0.0135,1.49
2020-10-15 13:48:33.890452,events,7376.91,469729,7368,32,11933.72,230.53,1.62,0.0157,1.0
2020-10-16 13:48:33.890452,events,7784.07,611386,9360,36,11582.07,216.22,1.49,0.0153,0.83
2020-10-17 13:48:33.890452,events,7861.57,529588,7817,37,14596.93,212.47,1.86,0.0148,1.01
2020-10-18 13:48:33.890452,events,5186.6,323152,4214,23,8228.32,225.5,1.59,0.013,1.23
2020-10-19 13:48:33.890452,events,9333.84,510200,7636,44,12742.95,212.13,1.37,0.015,1.22
2020-10-20 13:48:33.890452,events,5634.8,405858,6032,30,7210.33,187.83,1.28,0.0149,0.93
