date,channel,spend,impressions,clicks,conversions,revenue,cpa,roas,ctr,cpc
2025-12-28 00:00:11.240450,google_youtube,3191.69,306214,5173,82,7363.14,38.92,2.31,0.0169,0.62
2025-12-29 00:00:11.240450,google_youtube,3210.27,206400,3573,56,8481.58,57.33,2.64,0.0173,0.9
2025-12-30 00:00:11.240450,google_youtube,4553.2,251945,4003,83,14289.5,54.86,3.14,0.0159,1.14
2025-12-31 00:00:11.240450,google_youtube,3908.64,260751,3844,91,10048.74,42.95,2.57,0.0147,1.02
2026-01-01 00:00:11.240450,google_youtube,3262.06,213691,3678,67,10006.31,48.69,3.07,0.0172,0.89
2026-01-02 00:00:11.240450,google_youtube,2900.61,308563,4590,65,7539.53,44.62,2.6,0.0149,0.63
2026-01-03 00:00:11.240450,google_youtube,2748.87,230465,4097,53,8182.35,51.87,2.98,0.0178,0.67
2026-01-04 00:00:11.240450,google_youtube,3312.83,273298,3946,69,9065.85,48.01,2.74,0.0144,0.84
2026-01-05 00:00:11.240450,google_youtube,4071.59,300853,4007,76,13159.83,53.57,3.23,0.0133,1.02
2026-01-06 00:00:11.240450,google_youtube,3573.97,245511,3511,96,10330.5,37.23,2.89,0.0143,1.02
2026-01-07 00:00:11.240450,google_youtube,2662.78,231742,2477,56,7058.62,47.55,2.65,0.0107,1.08
2026-01-08 00:00:11.240450,google_youtube,3485.55,255750,3605,65,11380.87,53.62,3.27,0.0141,0.97
2026-01-09 00:00:11.240450,google_youtube,3746.11,216559,3646,92,10805.65,40.72,2.88,0.0168,1.03
2026-01-10 00:00:11.240450,google_youtube,2757.94,220293,3229,62,7044.22,44.48,2.55,0.0147,0.85
2026-01-11 00:00:11.240450,google_youtube,2954.29,151672,2213,60,7607.63,49.24,2.58,0.0146,1.33
2026-01-12 00:00:11.240450,google_youtube,3488.78,197640,3183,83,7400.45,42.03,2.12,0.0161,1.1
2026-01-13 00:00:11.240450,google_youtube,3352.3,325076,4618,73,9870.73,45.92,2.94,0.0142,0.73
2026-01-14 00:00:11.240450,google_youtube,3916.99,358362,5626,99,11289.53,39.57,2.88,0.0157,0.7
2026-01-15 00:00:11.240450,google_youtube,3481.29,272055,3750,92,10882.95,37.84,3.13,0.0138,0.93
2026-01-16 00:00:11.240450,google_youtube,3605.3,237424,3714,71,9069.38,50.78,2.52,0.0156,0.97
2026-01-17 00:00:11.240450,google_youtube,3091.1,246947,3736,67,8337.43,46.14,2.7,0.0151,0.83
2026-01-18 00:00:11.240450,google_youtube,2349.7,132663,1519,73,6866.38,32.19,2.92,0.0115,1.55
2026-01-19 00:00:11.240450,google_youtube,2969.89,197172,2742,62,10026.65,47.9,3.38,0.0139,1.08
2026-01-20 00:00:11.240450,google_youtube,3403.98,270105,3855,66,8915.46,51.58,2.62,0.0143,0.88
2026-01-21 00:00:11.240450,google_youtube,2999.5,187830,2746,65,9763.11,46.15,3.25,0.0146,1.09
2026-01-22 00:00:11.240450,google_youtube,3346.8,226648,3338,88,10198.6,38.03,3.05,0.0147,1.0
2026-01-23 00:00:11.240450,google_youtube,5176.38,377261,6308,111,13404.23,46.63,2.59,0.0167,0.82
2026-01-24 00:00:11.240450,google_youtube,2847.57,219118,3902,73,8706.13,39.01,3.06,0.0178,0.73
2026-01-25 00:00:11.240450,google_youtube,3253.62,214003,3483,75,10277.16,43.38,3.16,0.0163,0.93
2026-01-26 00:00:11.240450,google_youtube,3754.48,207546,3008,91,9836.02,41.26,2.62,0.0145,1.25
2026-01-27 00:00:11.240450,google_youtube,3288.08,155189,2079,80,9596.63,41.1,2.92,0.0134,1.58
2026-01-28 00:00:11.240450,google_youtube,3512.72,214751,2879,68,9757.27,51.66,2.78,0.0134,1.22
2026-01-29 00:00:11.240450,google_youtube,3724.86,200669,3789,84,11457.69,44.34,3.08,0.0189,0.98
2026-01-30 00:00:11.240450,google_youtube,3804.31,272896,4231,81,10859.12,46.97,2.85,0.0155,0.9
2026-01-31 00:00:11.240450,google_youtube,2675.93,223359,3732,58,8479.83,46.14,3.17,0.0167,0.72
2026-02-01 00:00:11.240450,google_youtube,3353.19,254481,4312,75,7396.73,44.71,2.21,0.0169,0.78
2026-02-02 00:00:11.240450,google_youtube,3487.99,199065,3149,86,9273.4,40.56,2.66,0.0158,1.11
2026-02-03 00:00:11.240450,google_youtube,3374.56,275862,4806,77,9078.61,43.83,2.69,0.0174,0.7
2026-02-04 00:00:11.240450,google_youtube,3330.78,185095,2656,65,10745.0,51.24,3.23,0.0143,1.25
2026-02-05 00:00:11.240450,google_youtube,3711.96,232388,3074,82,9454.22,45.27,2.55,0.0132,1.21
2026-02-06 00:00:11.240450,google_youtube,4123.53,260161,3801,96,11778.15,42.95,2.86,0.0146,1.08
2026-02-07 00:00:11.240450,google_youtube,3046.41,277904,4221,71,9273.16,42.91,3.04,0.0152,0.72
2026-02-08 00:00:11.240450,google_youtube,3614.35,218499,3336,89,9434.29,40.61,2.61,0.0153,1.08
2026-02-09 00:00:11.240450,google_youtube,3684.08,200996,3138,78,10970.17,47.23,2.98,0.0156,1.17
2026-02-10 00:00:11.240450,google_youtube,3373.34,231017,3127,70,11239.86,48.19,3.33,0.0135,1.08
2026-02-11 00:00:11.240450,google_youtube,4081.22,232650,3302,91,8944.61,44.85,2.19,0.0142,1.24
2026-02-12 00:00:11.240450,google_youtube,3452.47,201564,2891,74,9851.07,46.66,2.85,0.0143,1.19
2026-02-13 00:00:11.240450,google_youtube,3769.38,223753,3042,85,11334.03,44.35,3.01,0.0136,1.24
2026-02-14 00:00:11.240450,google_youtube,3256.11,202219,3590,76,9853.83,42.84,3.03,0.0178,0.91
2026-02-15 00:00:11.240450,google_youtube,2706.14,192055,3111,62,7562.49,43.65,2.79,0.0162,0.87
2026-02-16 00:00:11.240450,google_youtube,2651.44,148532,2609,65,6631.28,40.79,2.5,0.0176,1.02
2026-02-17 00:00:11.240450,google_youtube,3445.16,186369,2536,77,9714.04,44.74,2.82,0.0136,1.36
2026-02-18 00:00:11.240450,google_youtube,3625.14,232847,3842,73,10659.03,49.66,2.94,0.0165,0.94
2026-02-19 00:00:11.240450,google_youtube,2080.8,218845,3450,43,5445.17,48.39,2.62,0.0158,0.6
2026-02-20 00:00:11.240450,google_youtube,4221.17,212794,3611,95,12945.51,44.43,3.07,0.017,1.17
2026-02-21 00:00:11.240450,google_youtube,3488.79,342235,5007,72,9842.29,48.46,2.82,0.0146,0.7
2026-02-22 00:00:11.240450,google_youtube,2445.84,159134,2518,44,6727.89,55.59,2.75,0.0158,0.97
2026-02-23 00:00:11.240450,google_youtube,3522.89,226060,3139,66,9249.91,53.38,2.63,0.0139,1.12
2026-02-24 00:00:11.240450,google_youtube,2806.99,204708,2858,66,7830.46,42.53,2.79,0.014,0.98
2026-02-25 00:00:11.240450,google_youtube,2761.68,159818,2417,61,6569.16,45.27,2.38,0.0151,1.14
2026-02-26 00:00:11.240450,google_youtube,2734.79,171379,2915,62,7081.44,44.11,2.59,0.017,0.94
2026-02-27 00:00:11.240450,google_youtube,2515.53,147850,2265,55,6930.71,45.74,2.76,0.0153,1.11
2026-02-28 00:00:11.240450,google_youtube,2484.17,136283,2048,57,6401.99,43.58,2.58,0.015,1.21
2026-03-01 00:00:11.240450,google_youtube,3598.5,344062,4230,80,9362.02,44.98,2.6,0.0123,0.85
2026-03-02 00:00:11.240450,google_youtube,2668.33,260161,4251,57,7851.4,46.81,2.94,0.0163,0.63
2026-03-03 00:00:11.240450,google_youtube,3246.39,183510,2678,71,10555.39,45.72,3.25,0.0146,1.21
2026-03-04 00:00:11.240450,google_youtube,3032.12,211053,2853,85,7879.39,35.67,2.6,0.0135,1.06
